seq,year,orig_name,rel_path,size_bytes,lines,encoding,has_chinese,platform_features,md5_12,unreadable,normalized_rel
100,2022年度精选策略,1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,2022年度精选策略\1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,10269,262,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,9bb1e9bad66c,False,normalized\2022年度精选策略\1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt
101,2022年度精选策略,10.龙头首阴战法改版二.txt,2022年度精选策略\10.龙头首阴战法改版二.txt,23593,403,utf-8,True,initialize|run_daily|set_benchmark|set_universe|order_value|get_price,3f97fbbb5ff6,False,normalized\2022年度精选策略\10.龙头首阴战法改版二.txt
102,2022年度精选策略,100.【复现】金股组合增强—分析师推荐概率.txt,2022年度精选策略\100.【复现】金股组合增强—分析师推荐概率.txt,3643,126,utf-8,True,initialize|run_daily|run_monthly|before_trading_start|set_benchmark|order_target_value,17c98231093f,False,normalized\2022年度精选策略\100.【复现】金股组合增强—分析师推荐概率.txt
103,2022年度精选策略,11.缠论交易策略.txt,2022年度精选策略\11.缠论交易策略.txt,28199,583,utf-8,True,initialize|run_daily|set_benchmark,2c5bfdb51ff6,False,normalized\2022年度精选策略\11.缠论交易策略.txt
104,2022年度精选策略,12.全市场选股？7年5倍不择时，回撤30%左右.txt,2022年度精选策略\12.全市场选股？7年5倍不择时，回撤30%左右.txt,11377,271,utf-8,True,initialize|run_weekly|run_monthly|set_benchmark|order_target_value|order_value|get_fundamentals,8a955a32661d,False,normalized\2022年度精选策略\12.全市场选股？7年5倍不择时，回撤30%左右.txt
105,2022年度精选策略,13.【涨停研究三】连板股票收益统计与回测.txt,2022年度精选策略\13.【涨停研究三】连板股票收益统计与回测.txt,3315,84,utf-8,True,get_price|get_fundamentals,31b0fb73d6d4,False,normalized\2022年度精选策略\13.【涨停研究三】连板股票收益统计与回测.txt
106,2022年度精选策略,14.为实盘做的更新：分钟级别和盘中止损.txt,2022年度精选策略\14.为实盘做的更新：分钟级别和盘中止损.txt,14481,337,utf-8,True,initialize|run_daily|before_trading_start|order_target_value|order_value|get_fundamentals,94dd3d1d8f21,False,normalized\2022年度精选策略\14.为实盘做的更新：分钟级别和盘中止损.txt
107,2022年度精选策略,15.高股息低杠杆小市值轮动策略.txt,2022年度精选策略\15.高股息低杠杆小市值轮动策略.txt,13115,299,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,cd6b6020732d,False,normalized\2022年度精选策略\15.高股息低杠杆小市值轮动策略.txt
108,2022年度精选策略,16.ETF轮动策略升级-多类别-低回撤.txt,2022年度精选策略\16.ETF轮动策略升级-多类别-低回撤.txt,12042,310,utf-8,True,initialize|run_daily|set_benchmark|get_price,1be5138d7c24,False,normalized\2022年度精选策略\16.ETF轮动策略升级-多类别-低回撤.txt
109,2022年度精选策略,17.科技与狠活.txt,2022年度精选策略\17.科技与狠活.txt,12029,275,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,3e0a60384921,False,normalized\2022年度精选策略\17.科技与狠活.txt
110,2022年度精选策略,18.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,2022年度精选策略\18.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,8581,190,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,306c53777921,False,normalized\2022年度精选策略\18.动量ETF轮动-RSRS择时-卡尔曼滤波.txt
111,2022年度精选策略,19.【复现】高频价量相关性，意想不到的选股因子.txt,2022年度精选策略\19.【复现】高频价量相关性，意想不到的选股因子.txt,3575,122,utf-8,True,initialize|run_daily|before_trading_start|set_benchmark|order_target_value,dde77a881279,False,normalized\2022年度精选策略\19.【复现】高频价量相关性，意想不到的选股因子.txt
112,2022年度精选策略,2.ETF动量轮动RSRS择时-魔改3小优化.txt,2022年度精选策略\2.ETF动量轮动RSRS择时-魔改3小优化.txt,8440,172,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price,22e60ed976fb,False,normalized\2022年度精选策略\2.ETF动量轮动RSRS择时-魔改3小优化.txt
113,2022年度精选策略,20.【复现】因子择时？？？.txt,2022年度精选策略\20.【复现】因子择时？？？.txt,14564,418,utf-8,True,initialize|run_monthly|before_trading_start|set_benchmark|order_target_value,89537e64ae3a,False,normalized\2022年度精选策略\20.【复现】因子择时？？？.txt
114,2022年度精选策略,21.行业ETF轮动+择时，15年至今年化收益35%，回撤16%.txt,2022年度精选策略\21.行业ETF轮动+择时，15年至今年化收益35%，回撤16%.txt,15566,301,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_value,daeb32379d40,False,normalized\2022年度精选策略\21.行业ETF轮动+择时，15年至今年化收益35%，回撤16%.txt
115,2022年度精选策略,22.菜场大妈选股法.txt,2022年度精选策略\22.菜场大妈选股法.txt,7437,171,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_value|get_price|get_fundamentals,b929bb8ae99a,False,normalized\2022年度精选策略\22.菜场大妈选股法.txt
116,2022年度精选策略,23.低价小盘简单有效.txt,2022年度精选策略\23.低价小盘简单有效.txt,9255,219,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,2783242840a4,False,normalized\2022年度精选策略\23.低价小盘简单有效.txt
117,2022年度精选策略,24.宽基ETF动量轮动钝化RSRS择时-回撤小.txt,2022年度精选策略\24.宽基ETF动量轮动钝化RSRS择时-回撤小.txt,6953,157,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value,768359f2a212,False,normalized\2022年度精选策略\24.宽基ETF动量轮动钝化RSRS择时-回撤小.txt
118,2022年度精选策略,25.年初至今4倍，极致的Day Trading，56.8%胜率.txt,2022年度精选策略\25.年初至今4倍，极致的Day Trading，56.8%胜率.txt,25274,610,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price|get_fundamentals,71bb525e7516,False,normalized\2022年度精选策略\25.年初至今4倍，极致的Day Trading，56.8%胜率.txt
119,2022年度精选策略,26.近几年一直有效的股票BOLL择时策略.txt,2022年度精选策略\26.近几年一直有效的股票BOLL择时策略.txt,10284,278,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,5f3efbfb8db8,False,normalized\2022年度精选策略\26.近几年一直有效的股票BOLL择时策略.txt
120,2022年度精选策略,27.中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt,2022年度精选策略\27.中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt,21580,469,utf-8,True,initialize|run_daily|run_monthly|set_benchmark|order_target_value|order_value|get_fundamentals,508275793244,False,normalized\2022年度精选策略\27.中证500指增+CTA，胜率52%盈亏比1.9。不输顶尖私募.txt
121,2022年度精选策略,28.【回顾2】小市值成长股策略更新FROEC-PB-CAP-HL.txt,2022年度精选策略\28.【回顾2】小市值成长股策略更新FROEC-PB-CAP-HL.txt,12504,277,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,4d448014df0a,False,normalized\2022年度精选策略\28.【回顾2】小市值成长股策略更新FROEC-PB-CAP-HL.txt
122,2022年度精选策略,28.【回顾2】小市值成长股策略更新SG-MS-PEG-HL.txt,2022年度精选策略\28.【回顾2】小市值成长股策略更新SG-MS-PEG-HL.txt,13297,291,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,12cdd7e89721,False,normalized\2022年度精选策略\28.【回顾2】小市值成长股策略更新SG-MS-PEG-HL.txt
123,2022年度精选策略,29.【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动.txt,2022年度精选策略\29.【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动.txt,13148,337,utf-8,True,,40c22cfc183a,False,normalized\2022年度精选策略\29.【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动.txt
124,2022年度精选策略,3.截止到21年12月依然有效的小市值适配因子.txt,2022年度精选策略\3.截止到21年12月依然有效的小市值适配因子.txt,8999,198,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_fundamentals,3e8bbfecef0c,False,normalized\2022年度精选策略\3.截止到21年12月依然有效的小市值适配因子.txt
125,2022年度精选策略,30.【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,2022年度精选策略\30.【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,8223,218,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_fundamentals,f8faec93ea59,False,normalized\2022年度精选策略\30.【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt
126,2022年度精选策略,31.《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,2022年度精选策略\31.《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,6499,150,utf-8,True,initialize|run_weekly|set_benchmark|order_target_value,40cdb4447059,False,normalized\2022年度精选策略\31.《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt
127,2022年度精选策略,"32.追高概率涨停策略, 2022年化350%.txt","2022年度精选策略\32.追高概率涨停策略, 2022年化350%.txt",13716,296,utf-8,True,initialize|run_daily|run_weekly|set_benchmark|order_target_value|get_price|get_fundamentals,058acd16c70a,False,"normalized\2022年度精选策略\32.追高概率涨停策略, 2022年化350%.txt"
128,2022年度精选策略,33.胜率88.9%之君正集团策略-大阳分歧反包.txt,2022年度精选策略\33.胜率88.9%之君正集团策略-大阳分歧反包.txt,9769,190,utf-8,True,initialize|run_daily|set_benchmark|set_universe|order_value|get_price,0708750d8d4f,False,normalized\2022年度精选策略\33.胜率88.9%之君正集团策略-大阳分歧反包.txt
129,2022年度精选策略,34.【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限.txt,2022年度精选策略\34.【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限.txt,12474,282,utf-8,True,initialize|run_daily|set_benchmark|set_universe|order_target_value|get_price,cfd84756bddc,False,normalized\2022年度精选策略\34.【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限.txt
130,2022年度精选策略,35.自适应量化终极算法2.0 （全新升级).txt,2022年度精选策略\35.自适应量化终极算法2.0 （全新升级).txt,12194,315,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|order_value|get_price|get_fundamentals,d6dfa459b98d,False,normalized\2022年度精选策略\35.自适应量化终极算法2.0 （全新升级).txt
131,2022年度精选策略,36.致敬市场(6) ，指数期货贴水.txt,2022年度精选策略\36.致敬市场(6) ，指数期货贴水.txt,2348,67,utf-8,True,initialize|run_daily,158f70b0206d,False,normalized\2022年度精选策略\36.致敬市场(6) ，指数期货贴水.txt
132,2022年度精选策略,37.三阳三阴战法.txt,2022年度精选策略\37.三阳三阴战法.txt,23132,372,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price,c23dcb570d44,False,normalized\2022年度精选策略\37.三阳三阴战法.txt
133,2022年度精选策略,38.ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化.txt,2022年度精选策略\38.ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化.txt,9993,215,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price,13847acade93,False,normalized\2022年度精选策略\38.ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化.txt
134,2022年度精选策略,39.绩优小市值量化君也-模拟交易年化333.75%.txt,2022年度精选策略\39.绩优小市值量化君也-模拟交易年化333.75%.txt,6447,152,utf-8,True,initialize|run_weekly|set_benchmark|order_target_value|get_fundamentals,21ec55edd6d8,False,normalized\2022年度精选策略\39.绩优小市值量化君也-模拟交易年化333.75%.txt
135,2022年度精选策略,4.集合竞价摸奖策略1.0-致敬2022.txt,2022年度精选策略\4.集合竞价摸奖策略1.0-致敬2022.txt,14197,312,utf-8,True,initialize|run_daily|set_benchmark|order_value|get_price|get_fundamentals,3009e3b9051e,False,normalized\2022年度精选策略\4.集合竞价摸奖策略1.0-致敬2022.txt
136,2022年度精选策略,40.RSI学习贴.txt,2022年度精选策略\40.RSI学习贴.txt,6336,159,utf-8,True,initialize|run_daily|set_benchmark|order_target_value,e54eb6bdbd05,False,normalized\2022年度精选策略\40.RSI学习贴.txt
137,2022年度精选策略,41.手把手教你“机器学习-动态多因子选股”(附保姆级教程).txt,2022年度精选策略\41.手把手教你“机器学习-动态多因子选股”(附保姆级教程).txt,16276,379,utf-8,True,initialize|run_daily|set_benchmark|order_target_value|get_price|get_fundamentals,5f2c77db7a5f,False,normalized\2022年度精选策略\41.手把手教你“机器学习-动态多因子选股”(附保姆级教程).txt
138,2022年度精选策略,42.实盘出现的问题和解决办法.txt,2022年度精选策略\42.实盘出现的问题和解决办法.txt,13586,332,utf-8,True,initialize|run_daily|before_trading_start|order_target_value|order_value|get_fundamentals,117e9c807654,False,normalized\2022年度精选策略\42.实盘出现的问题和解决办法.txt
139,2022年度精选策略,43.ETF动量因子评估.txt,2022年度精选策略\43.ETF动量因子评估.txt,8959,264,utf-8,True,get_price,f5441189a865,False,normalized\2022年度精选策略\43.ETF动量因子评估.txt
